Santa Cruz do Capibaribe	-7.9575	-36.20472		-36
Santa Cruz	-6.22944	-36.02278		-36
Salinópolis	-0.61361	-47.35611		-47
Salgueiro	-8.07417	-39.11917		-39
Russas	-4.94028	-37.97583		-37
Rio Largo	-9.47833	-35.85333		-35
Rio Formoso	-8.66877	-35.16277		-35
Ribeirão	-8.51444	-35.37778		-35
Recife	-8.05389	-34.88111		-34
Quixeramobim	-5.19917	-39.29278		-39
Quixadá	-4.97139	-39.01528		-39
Presidente Dutra	-5.29	-44.49		-44
Santana	-0.05833	-51.18167		-51
Porto Calvo	-9.045	-35.39833		-35
Portel	-1.93556	-50.82111		-50
Pombos	-8.14139	-35.39583		-35
Pombal	-6.77028	-37.80167		-37
Piripiri	-4.27333	-41.77694		-41
Piracuruca	-3.92806	-41.70917		-41
Pinheiro	-2.52139	-45.0825		-45
Pindaré Mirim	-3.60833	-45.34333		-45
Pilar	-9.59722	-35.95667		-35
Picos	-7.07694	-41.46694		-41
Petrolina	-9.39861	-40.50083		-40
Jatobá	-9.18306	-38.26889		-38
Pesqueira	-8.35778	-36.69639		-36
Pentecoste	-3.79278	-39.27028		-39
Penalva	-3.29417	-45.17361		-45
Pedro II	-4.42472	-41.45861		-41
Pedra Branca	-5.45417	-39.71722		-39
Paulo Afonso	-9.40611	-38.21472		-38
Paulista	-7.94083	-34.87306		-34
Patos	-7.02444	-37.28		-37
Parnamirim	-5.91556	-35.26278		-35
Parnaíba	-2.90472	-41.77667		-41
Parintins	-2.62833	-56.73583		-56
Parelhas	-6.68778	-36.6575		-36
Paraipaba	-3.43944	-39.14833		-39
Paragominas	-2.96667	-47.48333		-47
Paracuru	-3.41	-39.03056		-39
Palmares	-8.68333	-35.59167		-35
Pacatuba	-3.98417	-38.62028		-38
Pacajus	-4.1725	-38.46056		-38
Ouricuri	-7.8825	-40.08167		-40
Orós	-6.24444	-38.91361		-38
Oriximiná	-1.76556	-55.86611		-55
Olinda	-8.00889	-34.85528		-34
Oeiras	-7.02528	-42.13111		-42
Ábidos	-1.9175	-55.51806		-55
Nova Russas	-4.70667	-40.56306		-40
Nova Cruz	-6.47806	-35.43389		-35
Nazaré da Mata	-7.74167	-35.22778		-35
Natal	-5.795	-35.20944		-35
Murici	-9.30667	-35.94333		-35
Moreno	-8.11861	-35.09222		-35
Morada Nova	-5.10667	-38.3725		-38
Monteiro	-7.88944	-37.12		-37
Monte Alegre	-2.00082	-54.08102		-54
Mombaça	-5.74306	-39.6275		-39
Moju	-1.88389	-48.76889		-48
Mossoró	-5.1875	-37.34417		-37
Mocajuba	-2.58417	-49.50722		-49
Maués	-3.38361	-57.71861		-57
Matriz de Camaragibe	-9.15167	-35.53333		-35
Mari	-7.06	-35.31944		-35
Marechal Deodoro	-9.71028	-35.895		-35
Maragogi	-9.01222	-35.2225		-35
Maracanaú	-3.87667	-38.62556		-38
Marabá	-5.36861	-49.11778		-49
Mamanguape	-6.83861	-35.12611		-35
Maceió	-9.66583	-35.73528		-35
Macau	-5.115	-36.63444		-36
Macapá	0.03889	-51.06639		-51
Macaíba	-5.85833	-35.35389		-35
Limoeiro do Norte	-5.14556	-38.09806		-38
Limoeiro	-7.87472	-35.45028		-35
Lavras da Mangabeira	-6.75333	-38.96444		-38
Lajedo	-8.66361	-36.32		-36
Lago da Pedra	-4.28674	-45.23824		-45
Lagoa do Itaenga	-7.93611	-35.29028		-35
Juazeiro do Norte	-7.21306	-39.31528		-39
José de Freitas	-4.75639	-42.57556		-42
João Pessoa	-7.115	-34.86306		-34
João Câmara	-5.5375	-35.81972		-35
Jaguaruana	-4.83389	-37.78111		-37
Jaguaribe	-5.89056	-38.62194		-38
Jaboatão	-8.18028	-35.00139		-35
Itupiranga	-5.13472	-49.32667		-49
Itacoatiara	-3.14306	-58.44417		-58
Itaporanga	-7.30444	-38.15028		-38
Itapissuma	-7.77639	-34.89222		-34
Itapipoca	-3.49444	-39.57861		-39
Itapecuru Mirim	-3.3925	-44.35861		-44
Itapagé	-3.68667	-39.58611		-39
Itaituba	-4.27611	-55.98361		-55
Itaitinga	-3.96944	-38.52806		-38
Itabaiana	-7.32861	-35.3325		-35
Ipueiras	-7.03333	-40.45		-40
Ipubi	-7.65194	-40.14889		-40
Ipu	-4.32222	-40.71083		-40
Ipojuca	-8.39889	-35.06389		-35
Imperatriz	-5.52639	-47.49167		-47
Iguatu	-6.35944	-39.29861		-39
Igarapé Miri	-1.975	-48.95972		-48
Igarapé Açu	-1.12889	-47.62		-47
Igarassu	-7.83417	-34.90639		-34
Icó	-6.40111	-38.86222		-38
Horizonte	-4.1	-38.48333		-38
Guaraciaba do Norte	-4.16694	-40.7475		-40
Guarabira	-6.85472	-35.49		-35
Guaiúba	-4.03972	-38.63722		-38
Gravatá	-8.20111	-35.56472		-35
Granja	-3.12028	-40.82611		-40
Grajaú	-5.81944	-46.13861		-46
Goiana	-7.56056	-35.0025		-35
Glória do Goitá	-8.00167	-35.29278		-35
Garanhuns	-8.88202	-36.50216		-36
Gameleira	-8.58444	-35.38667		-35
Fortaleza	-3.71722	-38.54306		-38
Floriano	-6.76694	-43.0225		-43
Floresta	-8.60111	-38.56861		-38
Eusébio	-3.89	-38.45056		-38
Extremoz	-5.70556	-35.30722		-35
Estreito	-5.78333	-43.25		-43
Esperantina	-3.90167	-42.23361		-42
Esperança	-7.03306	-35.85722		-35
Escada	-8.35917	-35.22361		-35
Dom Pedro	-5.03749	-44.43857		-44
Demerval Lobão	-5.35833	-42.67639		-42
Delmiro Gouveia	-9.38861	-37.99917		-37
Custódia	-8.0875	-37.64306		-37
Cururupu	-1.82833	-44.86833		-44
Currais Novos	-6.26083	-36.51778		-36
Cupira	-8.61667	-35.95		-35
Crato	-7.23417	-39.40944		-39
Crateús	-5.17833	-40.6775		-40
Coroatá	-4.13	-44.12417		-44
Condado	-7.58583	-35.10583		-35
Conceição do Araguaia	-8.25778	-49.26472		-49
Colinas	-6.02583	-44.24917		-44
Coelho Neto	-4.25667	-43.01278		-43
Codó	-4.45528	-43.88556		-43
Chapadinha	-3.74167	-43.36028		-43
Chã Grande	-8.23833	-35.46167		-35
Ceará Mirim	-5.63444	-35.42556		-35
Caxias	-4.85889	-43.35611		-43
Caucaia	-3.73611	-38.65306		-38
Catolé do Rocha	-6.34389	-37.74667		-37
Catende	-8.66667	-35.71667		-35
Castanhal	-1.29389	-47.92639		-47
Cascavel	-4.13306	-38.24194		-38
Caruaru	-8.28333	-35.97611		-35
Carpina	-7.85083	-35.25472		-35
Carolina	-7.33561	-47.46218		-47
Capitão Poço	-1.74639	-47.05944		-47
Capanema	-1.19583	-47.18083		-47
Canindé	-4.35889	-39.31167		-39
Canguaretama	-6.38	-35.12889		-35
Campos Sales	-7.07444	-40.37611		-40
Campo Maior	-4.82778	-42.16861		-42
Campo Alegre	-9.78194	-36.35083		-36
Campina Grande	-7.23056	-35.88111		-35
Camocim	-2.90222	-40.84111		-40
Cametá	-2.24444	-49.49583		-49
Cajueiro	-9.71667	-36.45		-36
Cajazeiras	-6.89028	-38.55528		-38
Caicó	-6.45833	-37.09778		-37
Cabrobó	-8.51417	-39.31		-39
Cabo	-8.28333	-35.03333		-35
Cabedelo	-6.98111	-34.83389		-34
Buriti Bravo	-5.83722	-43.83361		-43
Buíque	-8.62306	-37.15583		-37
Breves	-1.68222	-50.48028		-50
Brejo Santo	-7.49333	-38.98722		-38
Brejo da Madre de Deus	-8.14583	-36.37111		-36
Bragança	-1.05361	-46.76556		-46
Bom Conselho	-9.16972	-36.67972		-36
Boa Viagem	-5.1275	-39.73222		-39
Bezerros	-8.23333	-35.79694		-35
Benevides	-1.36139	-48.24472		-48
Belo Jardim	-8.33556	-36.42417		-36
Belém	-6.69167	-35.53333		-35
Belém	-1.45583	-48.50444		-48
Beberibe	-4.17972	-38.13056		-38
Bayeux	-7.125	-34.93222		-34
Baturité	-4.32861	-38.88472		-38
Barreiros	-8.81833	-35.18639		-35
Barreirinhas	-2.75556	-42.82591		-42
Barras	-4.24444	-42.29444		-42
Barra do Corda	-5.50308	-45.23693		-45
Barcarena	-1.50583	-48.62583		-48
Barbalha	-7.31111	-39.30417		-39
Balsas	-7.5325	-46.03556		-46
Bacabal	-4.29167	-44.79167		-44
Augusto Corrêa	-1.02167	-46.635		-46
Atalaia	-9.50194	-36.02278		-36
Areia Branca	-4.95611	-37.13694		-37
Arcoverde	-8.41889	-37.05389		-37
Araripina	-7.57611	-40.49833		-40
Arari	-3.45361	-44.78		-44
Arapiraca	-9.7525	-36.66111		-36
Araguaína	-7.19111	-48.20722		-48
Aracati	-4.56167	-37.76972		-37
Aquiraz	-3.90139	-38.39111		-38
Apodi	-5.66417	-37.79889		-37
Ananindeua	-1.36556	-48.37222		-48
Amaraji	-8.38306	-35.4525		-35
Altos	-5.03806	-42.46		-42
Altamira	-3.20333	-52.20639		-52
Almeirim	-1.52333	-52.58167		-52
Alenquer	-1.94167	-54.73833		-54
Alagoa Grande	-7.15833	-35.63		-35
Águas Belas	-9.11139	-37.12306		-37
Água Preta	-8.7075	-35.53056		-35
Afogados da Ingazeira	-7.75083	-37.63917		-37
Açu	-5.57667	-36.90861		-36
Acopiara	-6.09528	-39.4525		-39
Acaraú	-2.88556	-40.12		-40
Abreu e Lima	-7.91167	-34.90278		-34
Abaetetuba	-1.71806	-48.8825		-48
Xique Xique	-10.82294	-42.72815	-10	-42
Xanxerê	-26.87694	-52.40417	-26	-52
Votuporanga	-20.42278	-49.97278	-20	-49
Votorantim	-23.54667	-47.43778	-23	-47
Volta Redonda	-22.52306	-44.10417	-22	-44
Vitória da Conquista	-14.86611	-40.83944	-14	-40
Vitória	-20.31944	-40.33778	-20	-40
Visconde do Rio Branco	-21.01028	-42.84056	-21	-42
Viradouro	-20.87306	-48.29694	-20	-48
Vinhedo	-23.02972	-46.97528	-23	-46
Vila Velha	-20.32972	-40.2925	-20	-40
Videira	-27.00833	-51.15167	-27	-51
Viçosa	-20.75389	-42.88194	-20	-42
Viana	-20.39028	-40.49611	-20	-40
Viamão	-30.08111	-51.02333	-30	-51
Vespasiano	-19.69194	-43.92333	-19	-43
Veranópolis	-28.93611	-51.54944	-28	-51
Vera Cruz	-12.63333	-41.03333	-12	-41
Wenceslau Braz	-23.87389	-49.80278	-23	-49
Venâncio Aires	-29.60639	-52.19194	-29	-52
Vazante	-17.98694	-46.90778	-17	-46
Vassouras	-22.40389	-43.6625	-22	-43
Várzea Paulista	-23.21139	-46.82833	-23	-46
Várzea Grande	-15.64667	-56.1325	-15	-56
Várzea da Palma	-17.5976	-44.73367	-17	-44
Varginha	-21.55139	-45.43028	-21	-45
Vargem Grande do Sul	-21.83222	-46.89361	-21	-46
Valparaíso	-21.22778	-50.86833	-21	-50
Valinhos	-22.97056	-46.99583	-22	-46
Valença	-22.24556	-43.70028	-22	-43
Valença	-13.37028	-39.07306	-13	-39
Vacaria	-28.51222	-50.93389	-28	-50
Uruguaiana	-29.75472	-57.08833	-29	-57
Uruçuca	-14.59306	-39.28444	-14	-39
Uruaçu	-14.52472	-49.14083	-14	-49
União da Vitória	-26.23	-51.08639	-26	-51
Unaí	-16.3575	-46.90611	-16	-46
Una	-15.29333	-39.07528	-15	-39
Umuarama	-23.76639	-53.325	-23	-53
Uberlândia	-18.91861	-48.27722	-18	-48
Uberaba	-19.74833	-47.93194	-19	-47
Ubatuba	-23.43389	-45.07111	-23	-45
Ubatã	-14.21389	-39.52278	-14	-39
Ubaitaba	-14.3125	-39.32333	-14	-39
Ubá	-21.12	-42.94278	-21	-42
Tupanciretã	-29.08056	-53.83583	-29	-53
Tupaciguara	-18.59222	-48.705	-18	-48
Tupã	-21.93472	-50.51361	-21	-50
Tucano	-10.96306	-38.78667	-10	-38
Tubarão	-28.46667	-49.00694	-28	-49
Trindade	-16.64944	-49.48889	-16	-49
Três Rios	-22.11667	-43.20917	-22	-43
Três Pontas	-21.36667	-45.5125	-21	-45
Três Passos	-27.45556	-53.93194	-27	-53
Três Lagoas	-20.78741	-51.70406	-20	-51
Três de Maio	-27.77333	-54.24	-27	-54
Três Coroas	-29.51694	-50.77778	-29	-50
Três Corações	-21.69694	-45.25333	-21	-45
Tremembé	-22.95833	-45.54944	-22	-45
Tramandaí	-29.98472	-50.13361	-29	-50
Torres	-29.33528	-49.72694	-29	-49
Toledo	-24.71361	-53.74306	-24	-53
Tobias Barreto	-11.18389	-37.99833	-11	-37
Timóteo	-19.58106	-42.64953	-19	-42
Timbó	-26.82333	-49.27167	-26	-49
Tijucas	-27.24139	-48.63361	-27	-48
Tietê	-23.10194	-47.71472	-23	-47
Teutônia	-29.44806	-51.80639	-29	-51
Teresópolis	-22.4167	-42.97822	-22	-42
Teófilo Otoni	-17.8575	-41.50528	-17	-41
Teodoro Sampaio	-22.5325	-52.1675	-22	-52
Telêmaco Borba	-24.32389	-50.61556	-24	-50
Taubaté	-23.02639	-45.55528	-23	-45
Tatuí	-23.35556	-47.85694	-23	-47
Taquarituba	-23.53306	-49.24444	-23	-49
Taquaritinga	-21.40611	-48.50472	-21	-48
Taquari	-29.79972	-51.86444	-29	-51
Taquara	-29.65056	-50.78056	-29	-50
Tapiramutá	-11.84722	-40.79139	-11	-40
Tapes	-30.67333	-51.39583	-30	-51
